CLDAP,MSSQL,NETBIOS,UDP-other
1509.428571,659.453125,268.942029,408.4333333
1506,578.8101266,271.2409639,405.440678
1506.2,630.7790698,269.6829268,392.9661017
1512.857143,677.2747253,271.027027,410.4347826
1507.714286,648.0674157,271.6065574,406.4
1510.487805,626.6097561,270.7794118,408.0322581
1512.297872,666.6847826,272.5,408.8026316
1501.574468,619.1012658,271.2857143,414.0689655
1506.338028,665.8,273.6357616,393.6052632
1513.326316,599.7435897,272.3017751,392.7380952
1512.857143,573.2289157,275.9710145,406.1129032
1509.310345,605.2525253,273.3770492,403.5172414
1504.545455,566.3452381,272.9242424,406.5882353
1505.448276,596.2803738,269.2285714,418.1408451
1506.952381,605.6987952,271.6923077,417.8507463
1503.5,573.2521739,270.7857143,419.5873016
1512.117647,603.87,271.9491525,432.1460674
1509.75,598.212963,271,418.4947368
1495.894737,606.8444444,272.5,411.9375
1503.333333,631.1090047,273.2911392,406.0657895
1488.30303,645.5179487,273.6865672,403.3333333
1513.44186,668.8227848,269.7246377,392.7205882
1509.529412,594.9204545,271.739726,398.3023256
1511.037037,663.2323232,270.7692308,409.304
1508.588235,577.725,269.9192547,408.7735849
1497.714286,578.0348837,271,413.3709677
1512,626.6,269.137931,408.826087
1511.621622,609.3414634,270.6785714,410.2166667
1509.5,569.0520833,270,405.9
1512.666667,550.7846154,269.119403,413.7096774
1511.454545,603.3921569,270.1846154,413.3625
1508.266667,640.2289157,268.4202899,403.703125
1496,644.1265823,272.3670886,408.3376623
1513.589744,632.1333333,272.75,424.2068966
1510,600.815534,272.2676056,405.5081967
1509.428571,627.4431818,269.6410256,398.4411765
1511.565217,637.1122449,270.2739726,409.5666667
1513.030303,601.5,270.3643411,391.254902
1495.882353,587.0208333,268.8644068,407.2575758
1511.935484,585.9428571,270.7230769,422.8227848
1507.25,635.6923077,269.5138889,416.5970149
1513.741935,626.6168224,270.697479,401.2941176
1511.241379,636.0537634,269.0275862,403.5625
1459.263158,670.2926829,270.7391304,408.0508475
1510,669.3505155,270.2205882,406.9846154
1512.25,637.3580247,271.8089888,412.5238095
1490,683.9761905,269.3243243,423.0169492
1514,612.1176471,270.5205479,397.8245614
1513.777778,639.6,272.6470588,400.5925926
1511.428571,620.962963,269.4756098,404.3773585
1503.621622,620.4868421,270.7391304,405.0333333
1501.25,592.5263158,269.5771812,402.5555556
1506.941176,653.4285714,268.8632479,403
1499.111111,619.6129032,269.9714286,420.6428571
1510.173913,579.8181818,271.5,412.028169
1511.446809,608.90625,270.5833333,409.625
1504.787879,637.3981481,269.1492537,412.3857143
1506.914286,557.9176471,272.4086957,399.34375
1508.315789,658.4673913,269.4563758,398.8214286
1508.482759,632.4505495,269.3432836,425.4489796
1507.924051,652.2211538,275.6956522,400.2244898
1498.592593,616.5454545,271.25,411.6571429
1504.363636,638.4,270.4437086,407.3921569
1475.806452,575.0595238,272.5822785,410.1666667
1513.741935,631.8586957,270,398.5731707
1511.517241,565.7727273,270.2087912,395.527027
1509.320755,577.7125,270.1180124,405.1940299
1512.451613,625.5822785,269.2236025,404.5
1507.846154,619.2608696,270.2058824,422.9850746
1511.818182,570.3636364,272.0778443,401.0793651
1511.953488,635.2555556,272.0635838,396.5614035
1513.771429,647.7631579,272.0140845,400.2857143
1507.263158,622.4117647,270.0847458,402.8064516
1512.736842,570.5205479,270.8068182,394.6825397
1508.47619,640.2222222,269.7605634,406.796875
1512.75,635.011236,268.3166667,415.2371134
1509.06383,618.9390244,270.7631579,418.1125
1508.322581,604.516129,270.1451613,415.703125
1511.217391,619.3794872,269.6764706,408.8235294
1510.8,628.2061856,269.7142857,416.5068493
1511.485714,635.807947,269.6329114,404.3285714
1511.16129,611.2597403,270.3164557,409.6607143
1511.882353,603.902439,269.2428571,408.2586207
1512.30303,616.0240964,269.7837838,406.9482759
1512.285714,609.247191,274.9375,403.755102
1502.255319,587.8375,272.4473684,395.1547619
1511.268293,615.5555556,270.2739726,402.260274
1508.594595,579,274.3777778,399.3410853
1508.064516,608.8791209,269.8441558,395.4427481
1507.846154,589.5432099,273.6231884,400.7166667
1506.648649,618.8409091,269.6282051,424.984375
1507.69697,615.1585366,270.5205479,402.109375
1504.896552,612.5277778,268.7901235,405.8548387
1508.8,592.8387097,270.5454545,404.754386
1514,616.8024691,270.7687075,409.4561404
1490.941176,674.6373626,269.576,407.7777778
1498.851064,613.4623656,271.5873016,404.6309524
1506.216216,618.797619,270.2365591,403.3809524
1501.555556,632.8324324,269.8607595,400.8076923
1504.933333,631.2707182,267.462585,410.3055556
1485.692308,612.1304348,270.1180124,404.5517241
1498.551724,596.6930693,268.8255034,410.75
1511.621622,646.1649485,271.0118343,405.725
1500.758621,652.3793103,269.9859155,401.5735294
1512.523077,632.6923077,269.6571429,398.1272727
1510.962025,620.8202247,270.71875,399.8596491
1507.641026,621.5287356,271,394.3220339
1510.266667,648.2073171,270.7,411.0810811
1510.8,651.1098901,269.4393064,404.8888889
1484.212766,619.9090909,270.0909091,410.2380952
1508.871795,591.6494845,269.7826087,430.3174603
1501.885714,616.7073171,271.5508982,407.8166667
1505.351351,639.6956522,271.2847682,404.75
1493.2,576.4742268,271.2957746,398.8656716
1473.314286,603.5357143,271.5522388,401.2407407
1511.12,574.3684211,273.2153846,397.9259259
1512.857143,570.6491228,271,397.15625
1492.857143,576.097561,272.0277778,398.3333333
1513.351351,605.1326531,271.637931,410.9042553
1502.909091,621.7333333,269.2739726,403.2820513
1496.782609,601.5909091,268.7324841,401.7375
1506.355556,622.75,269.2517483,391.4266667
1510.6,610.1666667,266.7939394,406.109589
1498.4,665.2795699,268.6804734,406.7777778
1508.933333,626.9183673,270.3584906,405.2272727
1507.032258,613.0776699,271,411
1511.948718,636.5604396,271.6788991,407.7254902
1510.093023,637.3191489,270.7230769,408.3225806
1510.93617,620.1941748,269.3818182,408.9811321
1512,578.0408163,269.3636364,407.7297297
1502.842105,592.8181818,269.609375,410.8026316
1493.459459,632.3717949,267.5074627,410.5463918
1506,642.1734694,270.7352941,407.7313433
1499.2,586.2159091,270.7230769,398.0892857
1510,584.9506173,270,403.6891892
1508.25,634.9480519,276.1864407,400.2089552
1493.428571,666.0106383,271.6962025,397.0144928
1512.918919,589.5421687,270.15625,398.5517241
1509.06383,589.8271605,271.4675325,422.3846154
1500.933333,602.0326087,270.5070423,394.2727273
1504.054054,663.4404762,269.4177215,398.4479167
1496.439024,651.0114943,271,403.3076923
1502.740741,648.6478873,269.4571429,399.38
1487.419355,587.6756757,268.6176471,399.7868852
1507.066667,642.4683544,270.0657895,411.1538462
1511.090909,578.6825397,270.325,403.3902439
1513.589744,597.3882353,271.4137931,396.1428571
1511.263158,543.3432836,271,416.6233766
1498.285714,606.7951807,270.8172043,411
1513.428571,598.8571429,273.25,408.5512821
1501.534884,602.6179775,272.2133333,405.3333333
1511.894737,589.4897959,271.2753623,410.6142857
1502.645161,658.5970149,271.8690476,407.4459459
1510.108108,620.1857143,274.8028169,413.8571429
1504.4,584.7590361,272.140625,410.3965517
1513.058824,665.5,270.3375,401.6885246
1511.517241,616.5697674,271.8870968,415.525641
1507.636364,580.6627907,269.5409836,407.9230769
1504.736842,615.7125,274.0921053,421.1142857
1492.769231,575.7532468,270.5333333,400.2368421
1507.531915,588.8045977,270.3493976,405.3289474
1510.878049,584.988764,272.4677419,406.125
1510.088889,552.8709677,270.7831325,398.7704918
1512.736842,619.07,269.1910112,400.7532468
1499.411765,574.5463918,272.4931507,404.8045977
1503.473684,583.0373832,272.7157895,401.8082192
1492.26087,601.6764706,272.6933333,394.9375
1495.621622,631.7641509,273.7260274,403.5365854
1504.193548,667.0795455,271,408.5444444
1504.25,601.2918919,272.4,410.0978261
1502.75,616.1549296,271.9322034,407.8875
1506.685714,650.8181818,272.0227273,395.2328767
1510.923077,631.0813953,271.739726,400.9824561
1511.463415,638.0746269,271.7534247,404.1898734
1505.466667,583.9852941,272.5689655,410.1911765
1513.833333,575.3877551,272.0588235,409
1512.888889,601.688172,271.2550336,407.1486486
1512.27027,624.9649123,270.1288344,415.7654321
1514,569.6871166,269.1071429,417.8552632
1511.714286,581.8352941,270.1587302,399.1071429
1506,632.40625,270.1585366,399.3783784
1502.878049,601.0769231,270.1882353,392.184466
1513.627907,661,271.8307692,400
1508.716981,611.6923077,272.1375,402.28
1506.864865,604.9468085,272.6363636,409.2405063
1508.285714,631.6352941,271.6,406.8873239
1511.555556,652.7757009,267.8208955,414.5
1510.540541,598.6705882,269.6282051,421.8333333
1503.894737,577.9340659,271.2836879,427.0987654
1501.034483,592.1638418,270.7517241,404.3333333
1509.889908,621.4670051,270.0547945,409.3483146
1510.94382,640.9090909,269.5289256,403.9876543
1509.826087,594.7731959,271.262069,406.8085106
1511.688889,681.1445783,271.3157895,407.3235294
1495.333333,693.6195652,270.1111111,402.5
1511.621622,640.3186813,269.7727273,399.2083333
1503.391304,703.6,271.5789474,391.7777778
1513.783784,687.4942529,269.7101449,394.7157895
1511.837838,675.5223881,270.3205128,400.2051282
1506.864865,619.1184211,268.1029412,402.0886076
1509.75,574.547619,269.3108108,403.5591398
1511.677419,623.9354839,270.56,406.3125
1505.813953,648.2790698,270.7166667,409.6901408
1510.8,614.9659091,270.7763158,404.1397849
1501.428571,574.483871,273.7727273,408.1333333
1509.047619,609.9753086,271.012987,396.32
1507.777778,610.3465347,269.8734177,407.1866667
1504.909091,594.0344828,269.6542056,410.7272727
1512.30303,589.4408602,271.2706767,396.5714286
1505,611.7820513,271.9863014,396.5344828
1511.333333,614.8953488,269.4264706,400.2133333
1509.851852,619.1971831,273.8153846,414.6790123
1496.181818,605.3493976,270.3116883,403.7159091
1488.451613,606,273.4,404.4886364
1505.589744,592.5268817,271.4864865,403.4019608
1507.756098,592.372093,270.4098361,395.9333333
1500.311111,611.4210526,270.5,402.2156863
1508.888889,571.6590909,272.7162162,403.2048193
1513.578947,597.9340659,270.2535211,407.1746032
1508.341463,633.642487,271,428.8571429
1507.931034,577.1088435,270.1125,400.3636364
1505.454545,634.1511628,270.0540541,406.358209
1503.935484,613.6785714,270.1451613,391.742268
1503.517241,634.443299,269.9090909,401.9195402
1509.891892,584.5833333,271.8333333,405.8875
1509.578947,592.1643836,269.5798817,412.4835165
1509.384615,628.8446602,271.225,413.8539326
1504.530612,603.4356436,271.2222222,416.1285714
1511.925926,613.9625,270.75,409.1206897
1505.609756,644.0684932,269.6987952,402.2686567
1513.294118,618.6206897,271,408.0298507
1510.4,583.6,271.5454545,409.4237288
1512.171429,624.1341463,270.7792208,407.1241379
1512.782609,641.5686275,271.6707317,412.112426
1511.714286,628.6896552,269.8607595,406.9880952
1512.2,595,270.0138889,408
1502.25,580.4949495,272.0285714,403.3690476
1512.978723,580.6111111,274.36,403.6486486
1508.122449,654.4424242,269.9146341,401.0151515
1478.540541,585.1893491,271.2432432,415.3114754
1509.238095,595.3780488,272.9078947,404.9411765
1493.8,680.6233766,270.4929577,390.2727273
1507.6,571.1343284,271.2142857,395.0588235
1496.511628,615.8588235,270.5070423,397.3098592
1508.971429,599.8636364,272.9459459,393.53125
1505.6,643.1604938,270.1445783,401.7111111
1511.023256,620.1772152,271.2405063,406.9767442
1498.216216,602.8235294,269.1898734,406.1807229
1511.714286,626.3959391,271.739726,400.3424658
1504.4,650.1354167,272.6545455,404.5166667
1510.631579,680.0744681,272.2162162,401.046875
1498.816327,605.6914894,271.5625,408.3278689
1509.636364,570.3018868,267.6714286,398.7464789
1506.615385,659.4423077,269.3846154,412.755814
1510.521739,587.7809524,269.6052632,416.45
1508.823529,609.7956989,269.4915254,412.2209302
1512.829268,595.8421053,268.8684211,409.0206186
1503.111111,617.0833333,271,403.1477273
1509.636364,586.576087,269.2972973,408.2065217
1487.575758,560.1411765,270.55,408.5789474
1508.857143,657.8505747,270.3863636,404.6857143
1513.466667,606.5375,269.6329114,396.3181818
1503.25,595.5,271.84375,395.7887324
1506.727273,610.4285714,270.5205479,396.5205479
1499.860465,690.3243243,270.3898305,395.7710843
1502.571429,617.0133333,272.1666667,400.6976744
1506.516129,583.4375,272.0285714,397.4431818
1508.424242,637.987013,271.7857143,404.4047619
1501.459459,636.4736842,270.75,400.8611111
1504.956522,617.1578947,270.1940299,403.8684211
1510.641975,650.5180723,271.2195122,411.3953488
1503.5,612.994012,270.3375,403.9875
1505.555556,653.4267516,271.2168675,403.5460993
1513.659574,576.6478873,269.3932584,401.5394737
1491.6,602.5070423,272.2162162,394.4920635
1500.976744,619.6282051,269.3977273,405.3513514
1512.545455,621.8295455,271.1979167,400.1044776
1501.950617,562.8405797,269.3421053,404.1882353
1509.267606,575,270.4461538,405.3333333
1507.674419,589.8636364,270.7662338,401.1866667
1504.461538,598.137931,271,407.8395062
1504.974359,592.9111111,269.4482759,396.3246753
1512.12766,599.7978723,271,397.1232877
1503.111111,583.4554455,271.7297297,410.6969697
1502.266667,593.1441441,270.3205128,409.5526316
1511.818182,596.5472637,272,417.2380952
1491.641026,635.6174863,272.3636364,419.8
1512.5,634.4545455,269.060241,406.5694444
1498,598.4130435,271.5034965,402.0394737
1472.736842,620.65625,271.6878981,408.1829268
1508.536585,581.3690476,270.0138889,421.1625
1512.56,569.65,270.7681159,404.1375
1503.904762,608.4181818,272.1076923,408.9402985
1509.657143,581.9117647,271,417.2328767
1510.837209,620.3012048,272.2857143,394.6984127
1512.2,624.7954545,270.6391753,401.9
1510.444444,609.2777778,274.0638298,399.9605263
1505.6,584.0549451,273.7310345,404.3975904
1513.238095,619.6195652,274.3,411.2142857
1508.378378,663.0595238,270.1188119,404.6506024
1513.418182,648.9315068,273.0769231,407.1216216
1511.013333,626.6976744,273.9589041,404.3571429
1509.459459,626.3802817,271.0123457,405.5205479
1510.470588,564.9404762,271.0153846,407.7402597
1509.902439,586.2297297,271.2647059,405.953125
1495.960784,607.1898734,271.4444444,403.7777778
1504.117647,611.546875,270.7671233,395.2428571
1500.909091,625.8488372,271.5217391,399.3333333
1509.707317,632.3815789,271.0128205,405.8550725
1492.206897,611.989011,269.8333333,403.0136986
1476.77551,625.3108108,268.9275362,405.0853659
1473.135135,587.2615385,270.4262295,406.9538462
1488.431373,617.4126984,270.2352941,404.6547619
1500.322581,669.3150685,270.1940299,402.7204301
1502.734694,597.3766234,269.8133333,393.5619048
1495.538462,574.96,270.2089552,396.2470588
1511.176471,608.1538462,270.0897436,404.3113208
1498.648649,570.3333333,271,410.0641026
1506.857143,626.9764706,269.2,410.2881356
1512.044444,653,271.1818182,391.7682927
1480.545455,611.3870968,270.1940299,399.3529412
1510.8,616.9054054,270.5443038,409.9638554
1493.5,612.8857143,271.2368421,405.3428571
1511.333333,611.0681818,269.9859155,398.2857143
1510.512821,590.626506,269.5578231,401.8351648
1503.684211,638.7755102,271.2465753,400.9375
1512.545455,607.5357143,269.5405405,403.3676471
1506.653061,634.8701299,266.8648649,398.6142857
1514,606.407767,272.097561,407.0714286
1508.8,617.311828,269.0615385,405.7236842
1512.444444,660.3037975,270.3953488,407
1505.529412,600.6407767,268.6774194,412.2191781
1502.756757,597.8666667,270.7818182,408.6744186
1504.6,592.3932584,270.4666667,402.5945946
1512.727273,612.6336634,270.0886076,408.1341463
1505.771429,607.6923077,269.988764,406.8636364
1511.25,592.8433735,271.3050847,409.7160494
1511.490196,604.6170213,268.2380952,403.4459459
1499.111111,618.6621622,270.6,398.1153846
1504.62069,579.6428571,269.0675676,399.2716049
1512.755556,661.1084337,271.75,402.6081081
1511.333333,592.2317073,271.7857143,408.8860759
1503.714286,581.8292683,272.3584906,399.4788732
1507.828571,620.1126761,271.0141844,400.3378378
1507.142857,558.6785714,269.1772152,401.6193548
1510.307692,620.7792208,270.7534247,404.8791209
1511.948718,614.3235294,270.2535211,412.0192308
1509.764706,654.2647059,270.52,403.4941176
1512.943396,654.5632184,275.6818182,402.109589
1512.193548,672.7439024,270.2285714,411.6024096
1506.914286,587.0625,271.75,405.9879518
1462,673.3255814,270.1290323,412.2222222
1510.765957,678.9868421,269.0365854,409.5368421
1508.042553,627.9756098,272.5428571,413.5925926
1481.75,599.2637363,268.7808219,406.8873239
1512.054054,601.5714286,270.3291925,400.5301205
1508.232558,610.6385542,271.2236025,400.3258427
1510.16,624.1612903,270.0533333,405.826087
1512.315789,598.4871795,270.4166667,400.956044
1509.076923,597.1525424,271.6962025,403.4444444
1506.685714,676.8243243,269.7866667,401.6754967
1495.517241,640.8125,269.9710145,399.3280423
1496.545455,662.4675325,270.7702703,400.6190476
1501.076923,605.2022472,270,396.1428571
1513.567568,626.8309859,270.3647059,404.0898204
1503.866667,637.3768116,269.3243243,403.6713287
1512.444444,613.8352941,269.4571429,405.9736842
1512.72,606.3723404,267.9078947,407.67
1512.829268,581.1195652,271.961039,411.4310345
1498.711111,622.1527778,271.5606061,409.9
1470.734694,638.0512821,269.695122,408.2933333
1506.301887,576.8157895,269.1184211,412.5862069
1490,583.4455446,269.9090909,391.5555556
1491.056604,623.4022989,272.2162162,395.4222222
1496.787879,629.1363636,271.578125,401.3510638
1509.111111,591.0612245,269.5348837,412.8108108
1511.62963,593.4102564,273.2307692,414.2253521
1512.358974,641.2054795,273.88,430.4897959
1509,673.8734177,271.0140845,432
1508.56,641.2098765,272.9878049,427.2542373
1496.47619,593.8823529,270.8125,401.1041667
1508.095238,559.4457831,274.1333333,395.3
1511.8,641.1395349,270.1139241,407.4455446
1506.969697,581.1829268,271.2307692,402.3780488
1484.597403,547.452381,270,410.1392405
1509.413333,615.1,268.6935484,411.2298851
1507.142857,605.7843137,271.8902439,400.05
1491.72973,594.6542056,272.1538462,401.71875
1486.842105,623.5,269.1551724,410.3205128
1500.37037,634.5070423,271.5625,409.8504673
1504.518519,579.4558824,269.1558442,406.7613636
1511.111111,578.2857143,271.8730159,407.1980198
1512.88,661.9555556,269.9714286,403.1797753
1507.73913,674.5806452,275.2467532,399.1011236
1509.675676,579.0121951,269.6307692,413.3636364
1508.938776,576.35,270.5662651,400.9285714
1508.909091,592.9552239,270.3375,399.3838384
1512.974359,633.010101,269.3015873,399.0983607
1512.511628,660.1666667,272.2857143,405.5441176
1511.473684,614.0941176,268.75,398.0675676
1513.085714,660.6184211,270.75,399.0909091
1512,618.7710843,270.1818182,401.7865169
1513.741935,575.8571429,271.2168675,405.8076923
1512.974359,594.721519,270.1,406.9285714
1512.787879,620.2048193,269.5411765,409.9879518
1507.945946,671.5595238,272.1375,402.9753086
1495.837838,582.9858156,269.8888889,402.1034483
1497.794872,607.0621762,269.1764706,404.032967
1512.857143,596.4123711,271.25,402.2878788
1508.095238,618.3186813,269.4222222,409.0136986
1513.04,587.2736842,272.3432836,407.7444444
1493.818182,573.2173913,269.3846154,410.9315068
1506.761905,653.5543478,270.0649351,407.6413043
1509.555556,607.4680851,270.2876712,404.1182796
1512.117647,585.8787879,272.4794521,401.2376238
1514,572.7788462,269.2253521,405.8243243
1502,621.9425287,272.1111111,396.5058824
1510,570.4461538,271.2666667,413.989899
1513.771429,619.7123288,272.68,413.2409639
1512.117647,629.9411765,270.7428571,398.3947368
1511.155556,595.9151515,272.6176471,399.4556962
1510.487805,552.896,269.4857143,412.2207792
1500.2,642.6351351,269.3552632,402
1510.842105,674.5,272.6268657,405.5494505
1509.72093,591.2142857,269.7428571,406.7011494
1510.121212,622.7707006,271.4457831,399.3139535
1512.782609,595.8121827,269.3636364,406.53125
1512.666667,614.2054054,271.4390244,411.0769231
1494.595745,625.5496689,270.28,403.3866667
1511.037037,643.0117647,270.5,403.8352941
1514,551.7160494,270.7575758,397.702381
1507.87234,648.76,269.34375,394.8650307
1511.6,584.6734694,269.8709677,404.3093525
1512.25,580.2473118,271.2278481,396.0638298
1507.777778,605.4268293,270.6049383,403.5125
1501.428571,582.9253731,270,403.1758242
1510.888889,603.3015873,270.75,402.0594059
1512.25,631.84,269.375,396.2372881
1511.463415,656.2444444,270.0357143,402.3205128
1508.666667,627.5742574,269.7464789,424.0990099
1511.684211,570.7195122,270.527027,411.3571429
1507.11828,596.0684932,271.7432432,400.6071429
1506.109589,630.3095238,272.5882353,415.516129
1508.5,605.8157895,273.2735043,403.1666667
1513.111111,613.1698113,268.6753247,404.5979381
1486,615.7843137,271.0147059,405.9753086
1500.482759,595.7098446,269.5,397.8292683
1514,591.6641221,269.9253731,404.2696629
1504.344828,616.7538462,272.0909091,395.3802817
1506.242424,574.2043011,269.1060606,393.5277778
1495.405405,605.4210526,271.25,397.5483871
1495.5,591.9417476,270.877551,406.6635514
1509.317073,610.2564103,271.7664671,413.1538462
1509.652174,609.8571429,271.2857143,424.2118644
1509.348837,604.0147059,269.9384615,421.2857143
1510.25,631.3432836,271.038961,414.9156627
1507.641026,612.6883117,272.5714286,404.7974684
1513.542857,660.1875,270.5454545,399.2717391
1507.95122,582.0543478,269.5325444,406.3636364
1509.862069,643.1511628,271.0261438,417.2673267
1512.153846,650.8933333,270.6222222,402.8630137
1508.666667,586.9487179,271.5373134,405.2954545
1511.333333,566.7792208,268.6956522,402.815534
1506.969697,615.7714286,270.7230769,399.4361702
1480.285714,610.4945055,270.8023256,400.137931
1500.909091,602.5769231,270.6949153,403.2375
1482.266667,574.7236842,270.4782609,400.0714286
1469.75,599.6666667,272.4025974,398.5376344
1506,568.7037037,270.1,408.6403509
1513.351351,649.2053571,270.583815,416.8588235
1491,593.3333333,271.2080925,410.1891892
1509.789474,589.7288136,270.4545455,410.2957746
1503.073171,615.04,269.6103896,406.2883436
1507.111111,645.3232323,272.0588235,401.8017621
1501.878788,621.5,270.7352941,405.1894737
1503.16129,562.2615385,270.7037037,413.5742574
1506.242424,617.1111111,272.2957746,404.2038835
1509.707317,627.3030303,270.9932886,398.0823529
1508.25,589.970297,271.5692308,406.5057471
1508.888889,572.9058824,270.7142857,403.0631579
1510.114286,575.3714286,267.64,407.5764706
1512.4,609.5168539,272.2,408.9431818
1507.955556,638.1808511,268.4032258,400.25
1508.162162,666.2307692,270.3076923,401.8314607
1469.2,634.9894737,270.5696203,411.27
1514,607.2906977,270.2333333,409.2406417
1495.8,613.9647059,272.5301205,406.6892655
1508.545455,617.5769231,270.2876712,405.6413043
1498.210526,615.4177215,273.8428571,410.3012048
1506,584.44,272.7901235,415.3789474
1508.888889,541.6052632,274.3428571,407.8636364
1512.105263,605.038835,272.0434783,398.1046512
1513.058824,607.8125,269.5675676,401.7717391
1503.837838,646.7439024,270.3908046,392.8823529
1512.857143,594.2875,269.7142857,405.626506
1510.8,608.8255814,267.675,407.377193
1511.647059,594.3670886,272.5915493,407.745098
1511.411765,662.4907975,271.6987952,410.3444444
1513.542857,609.251462,269.9857143,417.3052632
1475.714286,588.8783784,272.2413793,420.4597701
1512.040816,616.9027778,271.0113636,403.5125
1500,626.589404,270.7926829,406.7831325
1513.578947,648.7735849,269.7605634,397.2747253
1506.631579,606.8875,273.2027027,398.0641711
1510.756757,566.4942529,273.6470588,406.4
1503.942857,640.7317073,275.0138889,395.5666667
1514,619.0120482,270.7301587,395.125
1495.128205,564.8507463,269.3333333,403.6168224
1510.521739,618.525641,271,404.746988
1491.714286,588.4883721,270.7230769,401.2948718
1505.130435,613.1142857,270.2089552,401.622449
1510.129032,643.2978723,271.4615385,404.7791411
1484.545455,590.6627907,270.7118644,441.7234043
1512.511628,571.5108696,272.8666667,417.0246914
1509.897436,544.6666667,272.7142857,400.969697
1511.925926,610.2674419,271.2195122,404.7123288
1507.73913,637.7352941,267.7183099,409.961165
1511.209302,594.4336283,270.7352941,418.3859649
1513.8,629.9294118,269.4492754,411.5578947
1509.578947,610.3809524,271.2432432,404.6352941
1512.530612,588.5757576,270.3164557,395.5612245
1512.511628,591.7647059,272.1212121,395.2947368
1503.853659,564.0512821,270.7352941,399.4086022
1502.088889,625.7368421,269.4788732,397.9518072
1509.675676,619.8117647,273.3333333,406.6781609
1502.8,614.3181818,269.9710145,403.9807692
1513.304348,602.09375,273.7692308,398.5625
1501.6,609.1532847,271.2881356,408.0480769
1505.771429,606.2944785,270.7142857,405.045045
1513.085714,686.5542169,270.9857143,401.4044944
1508.947368,606.275,269.4512195,403.6736842
1507.939394,657.1,271.2638889,407.2020202
1510,608.3,272.0804598,408.1428571
1512.451613,624.3797468,270.183908,405.5959596
1511.621622,611.5945946,270.2894737,410.1463415
1514,611.1538462,271.739726,400.5113636
1508.666667,623.2380952,269.6764706,405.2830189
1510.292683,610.6781609,269.6410256,405.0632911
1505.6,593.1744186,271.5454545,400.9807692
1507,577.2686567,274.4177215,401.5
1512.814815,590.0752688,274.8769231,406.2978723
1511.818182,628.968254,273.1617647,416.9215686
1511.333333,601.0879121,271.0142857,430.4957983
1510.941176,587.2631579,269.9156627,416.1980198
1512.2,624.1979167,272.2465753,421.5283019
1511.714286,624.0990099,269.9565217,427.8309179
1503.485714,587.1818182,270.7721519,418.8767773
1508.539683,600.2823529,273.2857143,408.0555556
1507.28,600.5384615,270.027027,395.0119048
1508.823529,600.8539326,269.4788732,406.516129
1512.367347,607.3365385,268.75,406.4054054
1511.272727,576.3402062,271.2337662,405.2
1512.769231,616.7113402,272.0746269,404.2
1512.285714,601.7882353,269.9076923,396.6419753
1509.428571,643.3376623,271,398.2653061
1509.902439,604.0595238,271.8461538,409.4175824
1509.487179,641.04,270.527027,401.1410256
1512.133333,672.028169,268.5,399.3763441
1511.793103,638.7123288,271.4235294,402.5477387
1510.941176,666.0921053,270.7792208,401.9937107
1507.8,653.6375,269.7073171,401.4639175
1511.617021,648.0506329,272.2,408.8494624
1508.666667,634.3,271.2564103,405.2643678
1498,694.5977011,271.2435897,407.4791667
1479.647059,604.8409091,271.0150376,410.8709677
1495.647059,560.5974026,269.6259542,402.4487179
1508.962963,587.164557,270.5862069,399.5795455
1505.142857,645.1875,271.9,408.8674699
1505,597.3932584,269.5974026,422.8247423
1509.454545,582.4819277,269.7294118,420.728972
1498,589.4512195,270.7721519,420.2952381
1505.225806,624.2183908,270.0769231,414.0555556
1513.085714,620.0243902,269.4634146,401.3333333
1509.914894,597,267.9268293,393.6938776
1510.444444,650.1860465,272.826087,398.8505747
1506.275862,707.8,271.2337662,406.4888889
1512.769231,675.5285714,271,416.183908
1490.6,625.2195122,269.5789474,406.5584416
1489.692308,619.4931507,270.5882353,404.7352941
1506,603.2061856,270.6909091,412.8651685
1511.128205,634.1805556,269.7101449,405.1397849
1509.2,630.739726,271.0150376,406.5064935
1512.4,600.8169014,270.5688623,406.6451613
1507.945946,613.223301,271.2535211,401.7283951
1500.146341,573.3552632,272.9545455,403.9210526
1496.693878,604.8172043,270,403.6891892
1508.086957,611.9487179,270.7692308,399.0410959
1510.347826,634.3404255,269.691358,403.3333333
1505.414634,641.1010101,272.2372881,407.6144578
1491.777778,606.7912088,269.8860759,400.8095238
1514,599.8555556,271.4615385,415.7653061
1506.177778,608.8045977,272.9459459,409.7058824
1511.853659,588.9655172,271.4736842,405.1022727
1508.206897,674.97,269.9404762,410.7954545
1500.424242,643.5753425,270,405.9710983
1507.894737,649.3764706,272.9285714,415.1804511
1510.8,604.4050633,269.3880597,417.1
1512.857143,615.9393939,268.9302326,415.1555556
1504.486486,617.6625,268.1594203,403.5833333
1495.230769,556.0147059,269.7758621,398.9385475
1509.090909,590.56,269.0483871,399.3621622
1499.371429,574.2666667,271.2435897,402.4225352
1505.529412,605.642487,270.1728395,407.1529412
1512.564103,622.7391304,271.5441176,399.6419753
1511.647059,597.373494,269.3384615,402.8
1508.315789,587.8540146,270.4776119,412.9885057
1506.457143,597.3146853,272.2432432,401.5135135
1503.4,589.1170213,270.0526316,405.3766234
1499.714286,635.7956989,269.4788732,431.4615385
1493.157895,626.2017544,272.0909091,408.2173913
1512.956522,619.7196262,271.75,411.0601093
1496.8,631.4588235,269.8111111,412.3626943
1506.390244,573.5092025,272.7704918,423
